osa:4323962	Os01g0524400
osa:9272197	Os06g0730200
osa:9272249	Os06g0513862
osa:9272250	Os06g0111100
osa:9272258	Os06g0664400
osa:9272262	Os06g0187700
osa:9272326	Os06g0121000
osa:9272356	Os06g0242700
osa:9272363	Os06g0273400
osa:9272377	Os06g0698785
osa:9272379	Os06g0669200
osa:9272382	Os06g0525200
osa:9272409	Os06g0631001
osa:9272421	Os06g0709300
osa:9272431	Os06g0176500
osa:9272433	Os06g0184833
osa:9272469	Os06g0154200
osa:9272481	Os06g0591550
osa:9272493	Os06g0579300
osa:9272503	Os06g0468300
osa:9272521	Os06g0719500
osa:9272524	Os06g0286310
osa:9272584	Os06g0610401
osa:9272588	Os06g0492550
osa:9272602	Os06g0526433
osa:9272610	Os06g0647600
osa:9272636	Os06g0152250
osa:9272645	Os06g0340100
osa:9272651	Os06g0134466
osa:9272659	Os06g0248300
osa:9272671	Os06g0650700
osa:9272689	Os06g0231050
osa:9272725	Os06g0683500
osa:4342162	Os07g0100200; K06215 pyridoxine biosynthesis protein [EC:4.-.-.-]
osa:4342163	Os07g0100300
osa:4342164	Os07g0100500
osa:4342165	Os07g0100600
osa:4342166	Os07g0100800
osa:4342167	Os07g0100900
osa:4342168	Os07g0101200
osa:4342169	Os07g0101300
osa:4342170	Os07g0101400; K10523 speckle-type POZ protein
osa:4342171	Os07g0101500; K14424 4-alpha-methyl-delta7-sterol-4alpha-methyl oxidase [EC:1.14.13.72]
osa:4342172	Os07g0102000
osa:4342173	Os07g0102100
osa:4342174	Os07g0102200
osa:4342175	Os07g0102300
osa:4342176	Os07g0102400
osa:4342177	Os07g0102500; K15191 La-related protein 7
osa:4342178	Os07g0102900
osa:4342179	Os07g0103000
osa:4342180	Os07g0103100
osa:4342181	Os07g0103200
osa:4342182	Os07g0103500
osa:4342183	Os07g0103600
osa:4342185	Os07g0104100
osa:4342186	Os07g0104400
osa:4342187	Os07g0104500
osa:4342188	Os07g0104600
osa:4342189	Os07g0105000
osa:4342190	Os07g0105200
osa:4342191	Os07g0105300
osa:4342192	Os07g0105600; K08901 photosystem II oxygen-evolving enhancer protein 3
osa:4342193	Os07g0105700; K10405 kinesin family member C1
osa:4342194	Os07g0105800
osa:4342195	Os07g0105900
osa:4342196	Os07g0106000
osa:4342197	Os07g0106100
osa:4342198	Os07g0106200
osa:4342199	Os07g0106700
osa:4342200	Os07g0106900
osa:4342201	Os07g0107000
osa:4342202	Os07g0107100
osa:4342203	Os07g0107300
osa:4342204	Os07g0107500
osa:4342205	Os07g0107800
osa:4342206	Os07g0107900
osa:4342207	Os07g0108000; K11799 WD repeat-containing protein 21A
osa:4342208	Os07g0108100
osa:4342209	Os07g0108200; K03327 multidrug resistance protein, MATE family
osa:4342210	Os07g0108300; K14272 glutamate--glyoxylate aminotransferase [EC:2.6.1.4 2.6.1.2 2.6.1.44 2.6.1.-]
osa:4342211	Os07g0108400
osa:4342212	Os07g0108500
osa:4342213	Os07g0108800
osa:4342214	Os07g0108900
osa:4342215	Os07g0109100
osa:4342218	Os07g0109400
osa:4342219	Os07g0109500; K02872 large subunit ribosomal protein L13Ae
osa:4342220	Os07g0109600; K15177 RNA polymerase-associated protein LEO1
osa:4342221	Os07g0109700
osa:4342222	Os07g0109800
osa:4342223	Os07g0110000
osa:4342224	Os07g0110100
osa:4342225	Os07g0110200; K06943 nucleolar GTP-binding protein
osa:4342226	Os07g0110300
osa:4342227	Os07g0110400; K06672 cohesin loading factor subunit SCC2
osa:4342228	Os07g0110500
osa:4342229	Os07g0110800
osa:4342230	Os07g0110900
osa:4342232	Os07g0111400
osa:4342233	Os07g0111600
osa:4342234	Os07g0111700
osa:4342235	Os07g0111900
osa:4342236	Os07g0112000
osa:4342237	Os07g0112100
osa:4342238	Os07g0112400
osa:4342240	Os07g0112700
osa:4342241	Os07g0112800; K03263 translation initiation factor 5A
osa:4342242	Os07g0113200
osa:4342243	Os07g0113500
osa:4342244	Os07g0113700
osa:4342246	Os07g0114000
osa:4342247	Os07g0114300
osa:4342248	Os07g0114400; K03097 casein kinase II subunit alpha [EC:2.7.11.1]
osa:4342249	Os07g0114500
osa:4342250	Os07g0115200
osa:4342251	Os07g0115300; K00430 peroxidase [EC:1.11.1.7]
osa:4342252	Os07g0115400
osa:4342253	Os07g0115500
osa:4342254	Os07g0115700
osa:4342258	Os07g0117000
osa:4342259	Os07g0117400
osa:4342261	Os07g0117800
osa:4342262	Os07g0118000
osa:4342263	Os07g0118200
osa:4342264	Os07g0118300
osa:4342265	Os07g0118800
osa:4342266	Os07g0118900
osa:4342267	Os07g0119000
osa:4342268	Os07g0119100
osa:4342269	Os07g0119300
osa:4342270	Os07g0119400
osa:4342271	Os07g0119700
osa:4342272	Os07g0119800
osa:4342273	Os07g0120000
osa:4342274	Os07g0120100
osa:4342277	Os07g0120400
osa:4342280	Os07g0120700
osa:4342281	Os07g0120800
osa:4342282	Os07g0120900
osa:4342283	Os07g0121000
osa:4342284	Os07g0121100
osa:4342285	Os07g0121200
osa:4342286	Os07g0121600
osa:4342287	Os07g0121800
osa:4342288	Os07g0122000
osa:4342289	Os07g0122100
osa:4342290	Os07g0122200
osa:4342291	Os07g0122300
osa:4342292	Os07g0122400
osa:4342293	Os07g0122900
osa:4342294	Os07g0123000
osa:4342296	Os07g0123300
osa:4342298	Os07g0123500
osa:4342300	Os07g0123700; K14018 phospholipase A-2-activating protein
osa:4342301	Os07g0123800
osa:4342302	Os07g0123900
osa:4342303	Os07g0124000
osa:4342304	Os07g0124100
osa:4342306	Os07g0124500; K03252 translation initiation factor 3 subunit C
osa:4342307	Os07g0124600; K14411 RNA-binding protein Musashi
osa:4342308	Os07g0124700
osa:4342309	Os07g0124800
osa:4342310	Os07g0124900
osa:4342311	Os07g0125000
osa:4342313	Os07g0127500
osa:4342314	Os07g0127600
osa:4342315	Os07g0127700
osa:4342316	Os07g0128800
osa:4342317	Os07g0129200
osa:4342318	Os07g0129300
osa:4342320	Os07g0129700
osa:4342321	Os07g0129800
osa:4342322	Os07g0130100
osa:4342323	Os07g0130200
osa:4342324	Os07g0130300
osa:4342325	Os07g0130400
osa:4342326	Os07g0130500
osa:4342327	Os07g0130600
osa:4342328	Os07g0130700
osa:4342329	Os07g0130800
osa:4342330	Os07g0130900
osa:4342331	Os07g0131000
osa:4342332	Os07g0131100
osa:4342334	Os07g0131600
osa:4342335	Os07g0132100
osa:4342336	Os07g0132300
osa:4342338	Os07g0132500
osa:4342341	Os07g0133500
osa:4342342	Os07g0133700
osa:4342343	Os07g0134000
osa:4342345	Os07g0134200
osa:4342346	Os07g0134400
osa:4342347	Os07g0134500
osa:4342349	Os07g0134700; K15032 mTERF domain-containing protein, mitochondrial
osa:4342350	Os07g0134800; K00234 succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]
osa:4342352	Os07g0136300
osa:4342353	Os07g0136400
osa:4342354	Os07g0136500
osa:4342357	Os07g0137000
osa:4342358	Os07g0137200
osa:4342360	Os07g0137600
osa:4342361	Os07g0137900
osa:4342362	Os07g0138100
osa:4342364	Os07g0139400; K12448 UDP-arabinose 4-epimerase [EC:5.1.3.5]
osa:4342365	Os07g0139500; K09422 myb proto-oncogene protein, plant
osa:4342366	Os07g0139600; K02928 large subunit ribosomal protein L41e
osa:4342369	Os07g0141100
osa:4342370	Os07g0141400; K02717 photosystem II oxygen-evolving enhancer protein 2
osa:4342371	Os07g0141500
osa:4342372	Os07g0141600; K12844 U4/U6 small nuclear ribonucleoprotein PRP31
osa:4342373	Os07g0141700
osa:4342374	Os07g0142000
osa:4342375	Os07g0142100
osa:4342376	Os07g0142200
osa:4342377	Os07g0142300
osa:4342378	Os07g0142500
osa:4342379	Os07g0142600
osa:4342380	Os07g0142700
osa:4342381	Os07g0142900
osa:4342382	Os07g0143000
osa:4342383	Os07g0143200
osa:4342386	Os07g0143600
osa:4342387	Os07g0143700
osa:4342388	Os07g0143900
osa:4342389	Os07g0144500
osa:4342391	Os07g0145400
osa:4342393	Os07g0146700
osa:4342395	Os07g0147500; K03541 photosystem II 10kDa protein
osa:4342396	Os07g0147600
osa:4342397	Os07g0147700
osa:4342398	Os07g0147800
osa:4342399	Os07g0147900; K02641 ferredoxin--NADP+ reductase [EC:1.18.1.2]
osa:4342400	Os07g0148200
osa:4342402	Os07g0148600
osa:4342403	Os07g0148800
osa:4342404	Os07g0148900; K02698 photosystem I subunit X
osa:4342405	Os07g0149900
osa:4342406	Os07g0150000
osa:4342407	Os07g0150100
osa:4342408	Os07g0150200; K02951 small subunit ribosomal protein S12e
osa:4342409	Os07g0150500
osa:4342410	Os07g0150700; K00924 [EC:2.7.1.-]
osa:4342413	Os07g0151200; K08150 MFS transporter, SP family, solute carrier family 2 (myo-inositol transporter), member 13
osa:4342414	Os07g0151300
osa:4342415	Os07g0151800
osa:4342416	Os07g0152000
osa:4342417	Os07g0152200
osa:4342418	Os07g0152700
osa:4342419	Os07g0152800; K13344 peroxin-13
osa:4342420	Os07g0152900; K11517 (S)-2-hydroxy-acid oxidase [EC:1.1.3.15]
osa:4342421	Os07g0153000
osa:4342422	Os07g0153300
osa:4342423	Os07g0153400
osa:4342424	Os07g0154100; K09840 9-cis-epoxycarotenoid dioxygenase [EC:1.13.11.51]
osa:4342425	Os07g0154300
osa:4342426	Os07g0154400; K10891 fanconi anemia group D2 protein
osa:4342427	Os07g0154800
osa:4342428	Os07g0154900
osa:4342429	Os07g0155100
osa:4342430	Os07g0155200
osa:4342431	Os07g0155600; K14513 ethylene-insensitive protein 2
osa:4342432	Os07g0156000
osa:4342433	Os07g0157000
osa:4342434	Os07g0157700
osa:4342435	Os07g0157900
osa:4342437	Os07g0158200; K03424 TatD DNase family protein [EC:3.1.21.-]
osa:4342438	Os07g0158300
osa:4342439	Os07g0158400
osa:4342440	Os07g0158500; K08064 nuclear transcription factor Y, alpha
osa:4342441	Os07g0158800
osa:4342442	Os07g0158900
osa:4342444	Os07g0159500
osa:4342445	Os07g0159700
osa:4342446	Os07g0159800
osa:4342447	Os07g0159900
osa:4342448	Os07g0160000; K11835 ubiquitin carboxyl-terminal hydrolase 4/11/15 [EC:3.1.2.15]
osa:4342449	Os07g0160100
osa:4342450	Os07g0160300
osa:4342451	Os07g0160400
osa:4342452	Os07g0160500
osa:4342453	Os07g0160600
osa:4342455	Os07g0161000
osa:4342456	Os07g0161600; K00908 Ca2+/calmodulin-dependent protein kinase [EC:2.7.11.17]
osa:4342457	Os07g0161900
osa:4342458	Os07g0162100
osa:4342459	Os07g0162300; K07178 RIO kinase 1 [EC:2.7.11.1]
osa:4342460	Os07g0162400
osa:4342461	Os07g0162500
osa:4342462	Os07g0162600
osa:4342463	Os07g0162700
osa:4342464	Os07g0162900
osa:4342467	Os07g0163500; K01873 valyl-tRNA synthetase [EC:6.1.1.9]
osa:4342469	Os07g0163800; K11838 ubiquitin carboxyl-terminal hydrolase 7 [EC:3.1.2.15]
osa:4342470	Os07g0163900
osa:4342471	Os07g0164000
osa:4342472	Os07g0164100; K11407 histone deacetylase 6/10 [EC:3.5.1.98]
osa:4342473	Os07g0164200
osa:4342474	Os07g0164300; K08486 syntaxin 1B/2/3
osa:4342475	Os07g0164500; K03848 alpha-1,3-glucosyltransferase [EC:2.4.1.267]
osa:4342476	Os07g0164600; K15153 mediator of RNA polymerase II transcription subunit 31
osa:4342477	Os07g0164700
osa:4342478	Os07g0164800
osa:4342479	Os07g0164900
osa:4342480	Os07g0165000; K01881 prolyl-tRNA synthetase [EC:6.1.1.15]
osa:4342481	Os07g0165100
osa:4342482	Os07g0165200
osa:4342483	Os07g0165500
osa:4342484	Os07g0165700
osa:4342485	Os07g0166100
osa:4342487	Os07g0166700
osa:4342488	Os07g0166800; K10573 ubiquitin-conjugating enzyme E2 A [EC:6.3.2.19]
osa:4342489	Os07g0167000; K03250 translation initiation factor 3 subunit E
osa:4342490	Os07g0167100; K01950 NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]
osa:4342491	Os07g0167200; K10523 speckle-type POZ protein
osa:4342492	Os07g0167300
osa:4342493	Os07g0167500
osa:4342495	Os07g0167700
osa:4342496	Os07g0167800
osa:4342497	Os07g0168000; K00962 polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]
osa:4342499	Os07g0168300
osa:4342501	Os07g0168600
osa:4342503	Os07g0168800
osa:4342505	Os07g0169600
osa:4342506	Os07g0169700
osa:4342507	Os07g0170000; K00059 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
osa:4342508	Os07g0170100; K00167 2-oxoisovalerate dehydrogenase E1 component, beta subunit [EC:1.2.4.4]
osa:4342509	Os07g0170200
osa:4342510	Os07g0170300
osa:4342511	Os07g0170800
osa:4342512	Os07g0170900
osa:4342513	Os07g0171100
osa:4342514	Os07g0171200; K00965 UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]
osa:4342515	Os07g0171300
osa:4342516	Os07g0172200
osa:4342517	Os07g0172500; K03008 DNA-directed RNA polymerase II subunit RPB11
osa:4342518	Os07g0172600
osa:4342519	Os07g0172900
osa:4342521	Os07g0173100
osa:4342522	Os07g0173200
osa:4342523	Os07g0173300
osa:4342524	Os07g0173400
osa:4342526	Os07g0173700; K02964 small subunit ribosomal protein S18e
osa:4342527	Os07g0174700
osa:4342528	Os07g0174900
osa:4342529	Os07g0175000
osa:4342530	Os07g0175100
osa:4342531	Os07g0175200
osa:4342532	Os07g0175300
osa:4342533	Os07g0175500
osa:4342534	Os07g0175600
osa:4342537	Os07g0175900
osa:4342538	Os07g0176200
osa:4342539	Os07g0176300
osa:4342542	Os07g0176600; K08857 NIMA (never in mitosis gene a)-related kinase [EC:2.7.11.1]
osa:4342543	Os07g0176900; K01807 ribose 5-phosphate isomerase A [EC:5.3.1.6]
osa:4342544	Os07g0177100; K15075 DNA repair/transcription protein MET18/MMS19
osa:4342545	Os07g0177200
osa:4342546	Os07g0177300; K06890
osa:4342548	Os07g0178100
osa:4342550	Os07g0178600; K09419 heat shock transcription factor, other eukaryote
osa:4342551	Os07g0178700
osa:4342552	Os07g0178800
osa:4342553	Os07g0178900; K04499 RuvB-like protein 1 (pontin 52)
osa:4342554	Os07g0179000
osa:4342555	Os07g0179200
osa:4342557	Os07g0179400; K02201 pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]
osa:4342558	Os07g0179500
osa:4342561	Os07g0180300
osa:4342562	Os07g0180700
osa:4342563	Os07g0180900; K02930 large subunit ribosomal protein L4e
osa:4342564	Os07g0181000; K00873 pyruvate kinase [EC:2.7.1.40]
osa:4342565	Os07g0181100
osa:4342566	Os07g0181200
osa:4342568	Os07g0181700
osa:4342569	Os07g0181800
osa:4342570	Os07g0182000
osa:4342571	Os07g0182100; K01695 tryptophan synthase alpha chain [EC:4.2.1.20]
osa:4342572	Os07g0182200
osa:4342573	Os07g0182400
osa:4342575	Os07g0182900; K00558 DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37]
osa:4342576	Os07g0183200
osa:4342579	Os07g0184200
osa:4342580	Os07g0184300; K02958 small subunit ribosomal protein S15e
osa:4342583	Os07g0184800; K11275 histone H1/5
osa:4342584	Os07g0184900; K10884 ATP-dependent DNA helicase 2 subunit 1
osa:4342585	Os07g0185000
osa:4342586	Os07g0185100
osa:4342587	Os07g0185200
osa:4342588	Os07g0185300
osa:4342590	Os07g0185700; K16586 HAUS augmin-like complex subunit 3
osa:4342591	Os07g0185800
osa:4342592	Os07g0185900
osa:4342593	Os07g0186000; K03671 thioredoxin 1
osa:4342594	Os07g0186200
osa:4342595	Os07g0186400
osa:4342596	Os07g0186500; K13457 disease resistance protein RPM1
osa:4342598	Os07g0187200
osa:4342599	Os07g0187300; K12885 heterogeneous nuclear ribonucleoprotein G
osa:4342600	Os07g0187400
osa:4342601	Os07g0187700; K14003 prolactin regulatory element-binding protein
osa:4342602	Os07g0187900
osa:4342603	Os07g0188000; K11593 eukaryotic translation initiation factor 2C
osa:4342609	Os07g0188700
osa:4342610	Os07g0188800; K00140 malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]
osa:4342611	Os07g0189400
osa:4342612	Os07g0189700
osa:4342613	Os07g0189800
osa:4342614	Os07g0190000; K01662 1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]
osa:4342615	Os07g0190400
osa:4342616	Os07g0190600; K07466 replication factor A1
osa:4342617	Os07g0190700
osa:4342618	Os07g0190800; K03671 thioredoxin 1
osa:4342619	Os07g0190900
osa:4342620	Os07g0191000
osa:4342621	Os07g0191200; K01535 H+-transporting ATPase [EC:3.6.3.6]
osa:4342622	Os07g0191500
osa:4342624	Os07g0191700
osa:4342625	Os07g0191900
osa:4342626	Os07g0192000
osa:4342627	Os07g0192300; K09539 DnaJ homolog subfamily C member 19
osa:4342629	Os07g0192600
osa:4342630	Os07g0192700
osa:4342631	Os07g0192800
osa:4342632	Os07g0192900
osa:4342633	Os07g0193000
osa:4342634	Os07g0193200
osa:4342635	Os07g0193600
osa:4342637	Os07g0193800
osa:4342638	Os07g0194000; K08511 vesicle-associated membrane protein 72
osa:4342639	Os07g0194100
osa:4342640	Os07g0194300
osa:4342642	Os07g0194500; K00472 prolyl 4-hydroxylase [EC:1.14.11.2]
osa:4342643	Os07g0194800
osa:4342644	Os07g0195100; K07901 Ras-related protein Rab-8A
osa:4342645	Os07g0195200
osa:4342646	Os07g0195400; K01836 phosphoacetylglucosamine mutase [EC:5.4.2.3]
osa:4342649	Os07g0196200
osa:4342650	Os07g0196300
osa:4342651	Os07g0196700
osa:4342652	Os07g0196900
osa:4342653	Os07g0197000
osa:4342654	Os07g0197100; K00844 hexokinase [EC:2.7.1.1]
osa:4342656	Os07g0198300
osa:4342659	Os07g0200000
osa:4342662	Os07g0200500
osa:4342663	Os07g0200700; K00801 farnesyl-diphosphate farnesyltransferase [EC:2.5.1.21]
osa:4342665	Os07g0201100
osa:4342667	Os07g0201500
osa:4342668	Os07g0202000
osa:4342669	Os07g0202100; K11594 ATP-dependent RNA helicase [EC:3.6.4.13]
osa:4342671	Os07g0202400
osa:4342672	Os07g0202900
osa:4342673	Os07g0203300; K14792 rRNA biogenesis protein RRP5
osa:4342674	Os07g0203700; K12830 splicing factor 3B subunit 3
osa:4342675	Os07g0203800; K12830 splicing factor 3B subunit 3
osa:4342676	Os07g0204100
osa:4342677	Os07g0204400
osa:4342678	Os07g0204500; K03787 5'-nucleotidase [EC:3.1.3.5]
osa:4342680	Os07g0204900; K00514 zeta-carotene desaturase [EC:1.3.5.6]
osa:4342681	Os07g0205000; K00417 ubiquinol-cytochrome c reductase subunit 7
osa:4342682	Os07g0205200; K03130 transcription initiation factor TFIID subunit 5
osa:4342683	Os07g0205500
osa:4342685	Os07g0205700; K01262 Xaa-Pro aminopeptidase [EC:3.4.11.9]
osa:4342686	Os07g0205900
osa:4342687	Os07g0206400
osa:4342688	Os07g0206500
osa:4342689	Os07g0206600
osa:4342690	Os07g0206700; K00559 sterol 24-C-methyltransferase [EC:2.1.1.41]
osa:4342691	Os07g0206800
osa:4342692	Os07g0206900
osa:4342694	Os07g0207100
osa:4342695	Os07g0207400; K02981 small subunit ribosomal protein S2e
osa:4342696	Os07g0207700
osa:4342697	Os07g0208000; K02957 small subunit ribosomal protein S15Ae
osa:4342698	Os07g0208100
osa:4342699	Os07g0208500; K10999 cellulose synthase A [EC:2.4.1.12]
osa:4342700	Os07g0208600
osa:4342701	Os07g0208900
osa:4342702	Os07g0209000; K12670 oligosaccharyltransferase complex subunit beta
osa:4342703	Os07g0209100; K06617 raffinose synthase [EC:2.4.1.82]
osa:4342704	Os07g0209500
osa:4342705	Os07g0209700
osa:4342706	Os07g0209800; K09060 plant G-box-binding factor
osa:4342707	Os07g0210000
osa:4342708	Os07g0210100
osa:4342709	Os07g0211000
osa:4342710	Os07g0211200
osa:4342711	Os07g0211400
osa:4342712	Os07g0211800
osa:4342713	Os07g0211900
osa:4342714	Os07g0212200
osa:4342715	Os07g0212300
osa:4342716	Os07g0212400
osa:4342717	Os07g0213300
osa:4342718	Os07g0213400
osa:4342720	Os07g0213600
osa:4342721	Os07g0213800
osa:4342722	Os07g0214100
osa:4342723	Os07g0214300
osa:4342724	Os07g0214600
osa:4342725	Os07g0214900
osa:4342726	Os07g0215200
osa:4342727	Os07g0215500
osa:4342729	Os07g0216600
osa:4342730	Os07g0216700
osa:4342731	Os07g0217600
osa:4342732	Os07g0217800
osa:4342734	Os07g0218700
osa:4342735	Os07g0219300
osa:4342736	Os07g0219400
osa:4342738	Os07g0222000
osa:4342739	Os07g0222100
osa:4342740	Os07g0222200
osa:4342741	Os07g0222300; K03250 translation initiation factor 3 subunit E
osa:4342742	Os07g0222700
osa:4342743	Os07g0222800; K03955 NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex 1 [EC:1.6.5.3 1.6.99.3]
osa:4342744	Os07g0222900
osa:4342745	Os07g0223100; K07977 Arf/Sar family, other
osa:4342746	Os07g0223400; K07977 Arf/Sar family, other
osa:4342747	Os07g0223700
osa:4342748	Os07g0224000; K02896 large subunit ribosomal protein L24e
osa:4342750	Os07g0224900; K14549 U3 small nucleolar RNA-associated protein 15
osa:4342752	Os07g0225100
osa:4342753	Os07g0225300
osa:4342756	Os07g0226200
osa:4342757	Os07g0227200
osa:4342758	Os07g0227400; K14945 protein quaking
osa:4342759	Os07g0227600
osa:4342760	Os07g0227700
osa:4342761	Os07g0227800
osa:4342763	Os07g0228400
osa:4342764	Os07g0228600
osa:4342767	Os07g0229100
osa:4342768	Os07g0229200
osa:4342769	Os07g0229700; K03145 transcription elongation factor S-II
osa:4342770	Os07g0229800
osa:4342771	Os07g0229900; K02951 small subunit ribosomal protein S12e
osa:4342773	Os07g0230500; K15078 structure-specific endonuclease subunit SLX1 [EC:3.6.1.-]
osa:4342774	Os07g0230700
osa:4342775	Os07g0231400
osa:4342776	Os07g0231500
osa:4342777	Os07g0231700
osa:4342778	Os07g0231800
osa:4342779	Os07g0231900
osa:4342780	Os07g0232200
osa:4342782	Os07g0232800; K14709 solute carrier family 39 (zinc transporter), member 1/2/3
osa:4342783	Os07g0232900
osa:4342784	Os07g0233300
osa:4342785	Os07g0235200
osa:4342786	Os07g0235700
osa:4342787	Os07g0235800; K09284 AP2-like factor, euAP2 lineage
osa:4342790	Os07g0236700
osa:4342791	Os07g0236800; K12191 charged multivesicular body protein 2A
osa:4342793	Os07g0237100; K12881 THO complex subunit 4
osa:4342794	Os07g0237200
osa:4342795	Os07g0237700
osa:4342796	Os07g0237900
osa:4342797	Os07g0238500
osa:4342799	Os07g0238700
osa:4342800	Os07g0238800
osa:4342801	Os07g0239200
osa:4342802	Os07g0239400; K07976 Rab family, other
osa:4342803	Os07g0239500
osa:4342804	Os07g0239600
osa:4342805	Os07g0240200
osa:4342806	Os07g0240300
osa:4342807	Os07g0240400
osa:4342808	Os07g0240600
osa:4342809	Os07g0240700
osa:4342810	Os07g0241500
osa:4342811	Os07g0241600
osa:4342812	Os07g0241700
osa:4342813	Os07g0241800
osa:4342814	Os07g0242000
osa:4342815	Os07g0242400
osa:4342816	Os07g0242600
osa:4342817	Os07g0243000
osa:4342818	Os07g0243100
osa:4342819	Os07g0243200; K00975 glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]
osa:4342820	Os07g0244200
osa:4342821	Os07g0244300
osa:4342822	Os07g0244400
osa:4342823	Os07g0244600
osa:4342824	Os07g0245100
osa:4342825	Os07g0245200
osa:4342826	Os07g0246200; K08057 calreticulin
osa:4342827	Os07g0246300; K14004 protein transport protein SEC13
osa:4342828	Os07g0246600
osa:4342829	Os07g0247000
osa:4342830	Os07g0247100
osa:4342832	Os07g0248800
osa:4342833	Os07g0248900
osa:4342835	Os07g0249100
osa:4342836	Os07g0249200; K08511 vesicle-associated membrane protein 72
osa:4342837	Os07g0249600; K12611 mRNA-decapping enzyme 1B [EC:3.-.-.-]
osa:4342838	Os07g0249700; K14664 IAA-amino acid hydrolase [EC:3.5.1.-]
osa:4342839	Os07g0249800
osa:4342840	Os07g0249900
osa:4342842	Os07g0250300
osa:4342843	Os07g0250900
osa:4342844	Os07g0251200
osa:4342845	Os07g0251500
osa:4342846	Os07g0251900
osa:4342847	Os07g0252000
osa:4342850	Os07g0252400; K10999 cellulose synthase A [EC:2.4.1.12]
osa:4342851	Os07g0252800
osa:4342852	Os07g0253000
osa:4342855	Os07g0255200
osa:4342857	Os07g0256200
osa:4342858	Os07g0256700
osa:4342859	Os07g0257200
osa:4342860	Os07g0258000
osa:4342861	Os07g0258100
osa:4342862	Os07g0258400
osa:4342863	Os07g0258700; K10523 speckle-type POZ protein
osa:4342864	Os07g0259000
osa:4342865	Os07g0259100; K14509 ethylene receptor [EC:2.7.13.-]
osa:4342867	Os07g0259400
osa:4342868	Os07g0259700
osa:4342870	Os07g0260000
osa:4342871	Os07g0260300
osa:4342872	Os07g0260400; K01115 phospholipase D1/2 [EC:3.1.4.4]
osa:4342874	Os07g0262200
osa:4342877	Os07g0262800
osa:4342880	Os07g0264100
osa:4342881	Os07g0264800
osa:4342882	Os07g0264900
osa:4342884	Os07g0265100
osa:4342886	Os07g0265600; K11593 eukaryotic translation initiation factor 2C
osa:4342887	Os07g0266700
osa:4342889	Os07g0267300
osa:4342890	Os07g0267400
osa:4342891	Os07g0268000
osa:4342892	Os07g0268800
osa:4342893	Os07g0269800
osa:4342894	Os07g0270900; K14831 protein MAK16
osa:4342895	Os07g0271000
osa:4342896	Os07g0271500
osa:4342897	Os07g0271600; K14831 protein MAK16
osa:4342898	Os07g0272300
osa:4342899	Os07g0272400
osa:4342901	Os07g0272900
osa:4342902	Os07g0273000
osa:4342905	Os07g0273600
osa:4342906	Os07g0273700
osa:4342909	Os07g0274100
osa:4342910	Os07g0274400
osa:4342911	Os07g0274700
osa:4342912	Os07g0274800; K11584 protein phosphatase 2 (formerly 2A), regulatory subunit B'
osa:4342913	Os07g0275100
osa:4342914	Os07g0275300
osa:4342916	Os07g0277200
osa:4342924	Os07g0279200
osa:4342925	Os07g0280200
osa:4342926	Os07g0281000; K12872 pre-mRNA-splicing factor RBM22/SLT11
osa:4342927	Os07g0281200
osa:4342929	Os07g0281700
osa:4342930	Os07g0281800
osa:4342932	Os07g0282300
osa:4342933	Os07g0282500
osa:4342934	Os07g0283200
osa:4342935	Os07g0285200
osa:4342936	Os07g0285700
osa:4342937	Os07g0286100
osa:4342938	Os07g0287000
osa:4342939	Os07g0287100
osa:4342941	Os07g0287400
osa:4342942	Os07g0287800
osa:4342943	Os07g0288700
osa:4342944	Os07g0289400
osa:4342945	Os07g0289600
osa:4342946	Os07g0290200
osa:4342948	Os07g0290800
osa:4342949	Os07g0291100
osa:4342951	Os07g0291400
osa:4342952	Os07g0291800
osa:4342953	Os07g0292800; K02896 large subunit ribosomal protein L24e
osa:4342954	Os07g0293000
osa:4342956	Os07g0294600
osa:4342957	Os07g0294700
osa:4342958	Os07g0294800
osa:4342959	Os07g0295000; K15111 solute carrier family 25 (mitochondrial S-adenosylmethionine transporter), member 26
osa:4342960	Os07g0295200; K09131 hypothetical protein
osa:4342961	Os07g0295400; K14308 nuclear pore complex protein Nup54
osa:4342962	Os07g0295800
osa:4342964	Os07g0296000
osa:4342965	Os07g0296100
osa:4342966	Os07g0296200
osa:4342967	Os07g0296800
osa:4342968	Os07g0297100
osa:4342969	Os07g0297300
osa:4342970	Os07g0297400
osa:4342972	Os07g0298100
osa:4342973	Os07g0298700
osa:4342974	Os07g0298900
osa:4342977	Os07g0299800
osa:4342978	Os07g0300200
osa:4342980	Os07g0300900; K00928 aspartate kinase [EC:2.7.2.4]
